canny,fft,result
5252.12079513,-5.1982595182,0
4212.27410916,-6.53149462421,0
4731.70285117,-8.11159351477,0
2483.45244078,-1.30646402303,0
2549.95389963,-5.07449228644,0
5395.36618731,23.1688037288,0
2773.1433919,-2.09571395385,0
4190.7774809,-25.6862782526,0
1651.08137926,-9.09328822315,0
2469.45850042,-3.19658315459,0
3166.69299914,-15.2604451543,0
3468.86353337,-10.7201073523,0
2885.36664477,-8.50251805426,0
2215.621435,-5.97092469975,0
3597.39432847,-10.8360712087,0
4982.72646925,-1.41507756045,0
3569.13443028,-1.39883208418,0
2064.40941012,3.32851279573,0
2219.04996169,-9.57434020553,0
2135.01134715,-9.37589688645,0
6132.61438615,-1.89723154621,0
9083.19710537,18.1771567308,0
1826.02362862,-5.12261913332,0
1328.23661713,2.73331835115,0
1848.67559769,6.93179552188,0
5100.71062794,1.38097820034,0
10696.6744532,25.7777704944,0
4199.63679755,85.113434765,0
2534.11584353,-13.3123028794,0
4776.63957433,-6.99024888073,0
4171.62638688,-2.05682623207,0
4302.88890075,-14.3252331816,0
4020.01106295,-10.5496890985,0
4016.12807926,-15.7340944348,0
2798.77874027,-2.46107798693,0
1261.57659445,-3.9823890601,0
3515.93347582,-16.081195269,0
4133.29226079,0.779372475862,0
4260.4509368,85.4114229197,0
4462.42348277,-9.73633898693,0
2860.7151676,-0.81777228516,0
1924.77698914,-5.76657455106,0
6369.70730324,-3.13084845401,0
3475.34726652,-10.8774954187,0
3431.39155435,-10.0144194392,0
1943.24317555,-7.18314656745,0
6578.90568297,-3.56065288104,0
2455.91126552,-11.4609375949,0
4062.375073,-8.03629724318,0
351.827986626,-7.76493634271,0
3879.39786019,-12.1921985276,0
1343.2872553,9.63505832492,0
836.254938017,3.09513947762,0
2867.84491908,-2.01778949219,0
3466.6593152,-6.68841294751,0
5656.59251005,-11.0374888366,0
5017.34066162,-3.37977952333,0
3870.81687072,-15.6660224869,0
4912.00963809,-9.90346991572,0
11945.1792723,26.8549995276,0
2888.36235375,0.23644741209,0
2621.37536924,-7.27232713563,0
1075.06187758,-7.8945364396,0
1440.01441293,-5.18987531692,0
1909.94091336,-1.34477341347,0
237.082514635,-2.45164216974,0
1474.95081234,-7.71706273722,0
11414.4629552,26.0212156947,0
1080.50989249,1.07488498898,0
3318.30174085,-1.23108686787,0
7870.34177838,18.0290415535,0
1224.04636565,-1.64643942462,0
4286.69531233,-11.905236258,0
3705.01466455,0.785578079396,0
3799.97560366,85.0164937579,0
1898.57065029,3.42225979376,0
6006.8963891,-6.57851571209,0
2810.28419332,-1.18137432641,0
2521.80325138,-8.16946106443,0
2638.08723883,-3.410500913,0
2691.89014647,2.98848313679,0
4518.56116596,-8.29149496008,0
2231.65262925,2.45154924702,0
5589.03499949,-6.16048153947,0
2876.37061224,1.74668965932,0
2685.64235487,-5.52027261426,0
2444.89083176,1.7177666415,0
1020.54096747,0.290233754248,0
6097.52232108,-9.43103145059,0
7105.08973021,-1.64996820551,0
3931.71147531,-11.9090307744,0
3519.80258977,-4.59052587235,0
4146.12972347,-3.09170658193,0
4525.62185204,-11.2785163859,0
2819.97957239,2.55554072015,0
3670.99963215,-11.3075101546,0
2953.16314979,-9.27453333763,0
2167.31656876,-1.6314162103,0
4415.29625218,-5.62155050325,0
661.263209512,0.144101908759,0
5831.82636052,-5.53806079015,0
6453.34746866,-4.37496967905,0
6632.75313583,-5.07410470968,0
5405.44493972,-0.738674006214,0
2944.07707457,86.5595815558,0
3864.4647879,-5.78833025788,0
3108.66710793,82.207990597,0
1183.32543441,-10.3450336511,0
3478.56869724,-7.12594672458,0
4600.26458447,-12.1660607469,0
2543.55263653,-7.67372773794,0
4743.6471326,-6.41989938555,0
2180.23113006,3.36439699414,0
5725.9265816,-6.40545814848,0
2862.85948132,-11.9073263517,0
3459.60483948,-0.654665218059,0
2133.66787059,-4.01502799125,0
3848.85317649,-6.37964963343,0
4075.04484572,-6.0930529653,0
4239.87226977,-6.01991239272,0
3515.92030355,-4.89189928665,0
4340.69149609,-18.1570529686,0
9424.16784352,26.3177386154,0
600.459770327,84.4063224166,0
3198.79432092,1.85436592323,0
1567.75400208,-5.96135838395,0
1199.39054049,-1.03332219514,0
4805.27496427,-5.42465472822,0
3092.38184311,-9.40358288724,0
4122.10158204,-10.1034126237,0
6039.84186183,-4.92664472757,0
6663.72404837,-4.3098680123,0
4258.73406143,1.2849237398,0
10862.1737428,22.2847332865,0
4723.64817655,-4.65738429854,0
698.455944892,-7.98688411674,0
3277.22755842,85.0857495885,0
2226.73205416,-6.31076997898,0
5781.07698489,0.698285870216,0
6321.46711523,-6.70602793759,0
2798.7377299,1.2332205988,0
4831.846775,1.71677772255,0
4392.52946234,-8.94822984798,0
1239.90214799,-8.66227934071,0
3872.71613465,-6.35518613678,0
1046.22813199,0.0970656737824,0
4488.71613914,4.21000406259,0
998.889064665,1.71366911257,0
5124.45775389,-3.75098592042,0
3229.24213844,0.846983832799,0
3836.24872092,-13.4064204671,0
821.059950914,-3.49627574256,0
2267.52308301,84.3796932376,0
5318.75174589,-4.1429571842,0
4802.92111192,-5.0968127183,0
3718.47082347,-4.75647646271,0
3185.18184968,-11.4540651671,0
5020.94223424,-1.51148085115,0
4837.51985919,-2.74757529829,0
2593.3544522,-9.40919862049,0
4457.1845173,-6.83687841226,0
4417.93439514,-11.5798558643,0
1033.79491005,3.54536765428,0
11049.7728466,16.3250877809,0
8287.94713277,89.2370029,0
6031.48405518,-4.19749258402,0
2306.94616975,3.31469624687,0
9552.09941822,18.0193250854,0
5037.15363148,-10.6674484842,0
2395.87235194,-6.59300930361,0
4125.97696772,-7.89777388071,0
1558.80492755,-1.99637215922,0
5278.42518158,4.2764977368,0
4366.68425433,1.19668427535,0
1565.74165231,1.41148858857,0
1006.29220243,-4.48920965559,0
4126.37820971,-4.80216586331,0
3386.31216702,3.84767411129,0
2575.63507919,-13.9847185565,0
2233.17510416,0.247896380962,0
1374.1027993,4.06184560274,0
4651.3148373,-6.04035390241,0
4395.95599366,-12.6141873684,0
8366.50945091,20.7278544295,0
6479.42020266,5.14381071014,0
3962.33822488,-14.6288319322,0
2293.198305,82.1790249238,0
1849.20872224,-7.52151786716,0
6132.8378598,-3.58058934454,0
511.28556192,-23.0084198033,0
4754.43216073,-5.53624539914,0
2454.79494275,83.9677136705,0
1586.44356116,-2.19701391023,0
677.674886949,-9.38438163051,0
2971.86274377,-8.94182326351,0
6340.24006879,3.12224884548,0
4111.39877176,-8.51104960617,0
4930.75278303,-8.08697465062,0
2792.88391282,-5.65089532369,0
887.135414244,-0.705568816316,0
4403.04018196,-3.96608815096,0
2790.12067585,-11.5710569444,0
6188.43995982,-10.2761797037,0
3304.6152538,3.41900669282,0
2875.85777834,-6.63842017159,0
3655.54714321,-13.0759622022,0
3499.8271532,-21.3764108926,0
1058.92928386,3.39237931001,0
2516.59893814,-15.7837879888,0
7520.97808386,-1.88192892429,0
2164.84228237,-0.761400352237,0
2183.14500385,-4.41072073406,0
941.035858814,1.92081337146,0
2884.87578819,3.08349632373,0
1703.48732623,4.75183478899,0
2500.58784035,-3.46086172245,0
2929.17880878,-5.73759194373,0
6058.4273598,16.7296086297,0
3889.25497637,1.42736999191,0
5893.72494377,-4.45795980254,0
6336.13229295,20.2813913952,0
8652.24310913,21.923664624,0
2079.40343209,0.746862411014,0
578.796062704,-3.41655847634,0
2569.7120105,-6.2950498647,0
5669.09980133,-4.63652976397,0
1271.32154827,-16.2292179556,0
683.325182419,-8.22854960858,0
4340.40605003,-12.6669630453,0
1953.14119882,3.68729858677,0
1621.17955662,1.23468332026,0
3351.14710652,-16.3764247895,0
3567.7720763,-15.8886070926,0
3435.47526323,-9.79084538653,0
993.913801729,0.703044581949,0
4848.5474341,-9.21234366603,0
3478.68285677,-16.9716428572,0
5233.52664177,-10.3430296212,0
7077.65522079,-6.69475842196,0
5119.24959791,-8.00149052931,0
6735.5194102,-4.53814703248,0
2690.6983767,-14.6098904101,0
1317.04215147,83.9788025223,0
2546.12583475,-9.15296260024,0
4750.04264429,-9.16588573308,0
4673.11957577,-7.74988153109,0
3512.18349094,-6.43607373655,0
1346.74439546,-2.38074644057,0
2227.45033266,0.559887080613,0
3365.36737556,-0.396025575923,0
3964.18950851,-14.9405993064,0
2564.06136737,6.04431090952,0
4169.55763711,-4.61819370603,0
3728.85694009,-8.47728702941,0
1648.68694233,4.60212162279,0
2190.95440098,4.42661294965,0
7218.73927307,-4.01405607844,0
2759.70011915,-3.24174217671,0
2931.37010517,7.56515956305,0
2565.11325772,-4.0349257205,0
1416.27069958,-2.25720424121,0
1387.62078828,-2.46997218772,0
2853.25749782,-15.0464715319,0
8090.0259397,19.9563019141,0
4508.87201892,-4.21337826451,0
9311.89139853,22.0672824471,0
4539.10731647,-13.7098471805,0
1071.76974833,3.91778553371,0
4219.12598095,-7.65531078413,0
968.976484326,3.71709822669,0
5438.58427021,-8.77734874207,0
5162.35095306,-3.75188195356,0
6304.67113788,-9.26021528575,0
2432.60576407,-6.27594801953,0
744.569372803,1.66713782248,0
2017.55453677,1.62816971389,0
4476.82535346,-5.57394163719,0
9541.33547771,21.5445850722,0
3679.71279917,-17.5618381121,0
3098.18961948,-9.19155988325,0
4386.63759268,17.3651618279,0
5217.80434461,-1.21627904206,0
4457.65659647,-9.42900411929,0
6287.47451155,18.8413590415,0
3452.17453214,2.53849375911,0
4457.9399609,-2.57201740891,0
1512.69489712,2.05602266899,0
2425.92537579,-4.75026566011,0
7267.17908195,18.7962325288,0
9848.94064528,24.7848159766,0
1215.53064496,-5.96288650563,0
4884.18482612,-5.32966141685,0
3927.7127948,-12.2271136077,0
3118.06297886,85.086398828,0
1768.36857747,-8.21299434555,0
6660.97053261,-7.63078605916,0
2903.5982751,-4.92723863723,0
4659.32947979,-5.92855793098,0
4785.84,-6.49569322261,0
3940.94800178,-2.31967826485,0
4397.75232801,82.4742651618,0
2595.63224006,2.36059740145,0
6982.2033299,-4.77878496676,0
4373.65843356,-8.39458726757,0
5903.60795028,-6.98767521909,0
3392.79787122,-6.17216403464,0
2514.66651298,-8.50871215674,0
4773.1300348,-5.55336260383,0
4774.85038626,-5.98107577637,0
1948.09927142,-6.21169454776,0
1215.96835371,79.6692652225,0
2837.9742515,-8.47308141079,0
4962.28458448,-9.55970525105,0
5008.70248015,-2.99897578941,0
7293.84204364,15.7944598818,0
2167.43911836,-5.23849099329,0
2572.31203194,-4.68017821822,0
905.864681571,-0.223669322383,0
5858.06436566,-3.5697590093,0
1171.4966128,3.06867495163,0
420.906370132,-9.67585305007,0
1749.33290631,-3.112343025,0
4678.36721475,-12.3840381577,0
366.655051247,-0.674756328483,0
3249.30573257,-14.8521734476,0
3487.30543286,-26.0189550426,0
4380.52500283,-7.03412412639,0
3828.91863106,-6.83679515326,0
2046.65883286,-3.15856228754,0
2497.27141417,-4.87851026737,0
2390.17896434,-5.81500727085,0
1685.65863017,83.4040628139,0
5313.30310161,-8.41748118343,0
1094.71737591,-2.4804257054,0
3347.53181711,2.6805043901,0
3100.13319946,1.30114791046,0
2311.14846392,-4.03058909585,0
7358.23914337,-1.64649185011,0
4863.18672639,-5.27420320983,0
5191.68719804,-5.77785588254,0
6320.97163837,-6.26629879032,0
2936.98429784,-8.40654829234,0
4880.64098693,-2.8270355591,0
2309.28464151,-1.02586038947,0
4881.09558771,-6.09799416914,0
4115.55795104,-23.0607644567,0
6955.2000186,-2.92113986974,0
1384.12090553,1.00537166771,0
3343.47570204,-9.45126998364,0
1285.76992218,5.14526661241,0
1822.9369315,3.6020739192,0
443.060157971,0.569884215537,0
7828.86379679,19.8309509639,0
2019.29892115,-15.7188792523,0
2772.71049986,-13.6123880869,0
3792.99681459,-12.1485985682,0
3677.37157244,-6.72632843183,0
10177.7420059,22.8684959415,0
2835.6885924,-3.26042931755,0
8961.723536,22.7178055095,0
2853.92508544,87.2617761259,0
9487.72535682,18.1813710697,0
4237.95882758,-9.24348611465,0
1483.05623913,0.0859923619194,0
7140.47584777,16.9578170314,0
3511.11933954,-5.95506017946,0
998.800694449,1.05246949479,0
3843.6758481,-19.4801513264,0
4265.41046337,-8.89427009178,0
2546.39598163,-5.56102227746,0
6597.42245781,-3.39526385765,0
4413.88815812,-11.73548304,0
1889.53470861,83.3122072873,0
4031.95587563,-8.01022755689,0
3332.59239487,-4.67529978778,0
1616.31794169,-9.02516995705,0
5182.68786977,-7.82847398995,0
1946.23460074,-6.53771917128,1
2666.72998331,89.7922861757,1
3585.68096393,-5.03478120905,1
2912.36217879,84.8713380502,1
884.578796849,85.8903757186,1
2081.2493902,-4.42247360365,1
2429.84036347,86.7843398775,1
211.011749373,-1.88865408849,1
6147.31234163,84.5923269128,1
2020.57343982,87.8070939802,1
2385.8830682,91.8115989877,1
1055.96563024,-9.3402592127,1
1777.1340734,-6.6016577159,1
678.053306111,-5.06127672172,1
241.196109261,82.7890565342,1
1216.76038779,-2.83507703037,1
4555.59722744,97.9530065515,1
1597.0104228,-8.48744621086,1
370.927831158,78.5190115931,1
1688.11066439,85.4726500201,1
484.498953726,90.7928324722,1
2094.75609921,85.6595126221,1
1603.53582892,-7.45036932525,1
1804.63559076,-6.02987961189,1
1721.90490626,84.437092151,1
1237.58593462,77.1579388284,1
1038.56401406,87.5913562014,1
2496.10414978,3.24204280025,1
1186.17763712,0.699768798456,1
201.218618932,-3.03032372568,1
138.037669283,-0.309902746564,1
1948.99713727,86.3049435758,1
383.701867142,83.0685107268,1
1388.25565042,-10.0646394665,1
5749.12412725,84.5887239085,1
240.23397186,1.74919677536,1
314.66325571,-7.11270844172,1
821.934494835,-20.8538313202,1
254.470840209,-8.89604295909,1
1301.03958021,-2.46313783857,1
3435.70528915,82.6465839833,1
5497.26368005,10.4972416752,1
170.210978296,82.8333662664,1
2502.94749057,84.9197858405,1
304.162226524,84.3936456623,1
622.891841306,-8.39368948448,1
74.6029733734,-4.53061289515,1
1721.90490626,84.1853667816,1
731.782569448,-0.671693782076,1
2319.67968455,-11.4473364749,1
1180.31020677,86.8955091145,1
1156.45097133,-6.23364625547,1
771.392604735,0.450349941273,1
52.1200369964,-2.50513632324,1
1714.39846605,84.7829460605,1
1927.57259896,85.281921146,1
4247.18567943,81.7876148369,1
312.02427065,78.0516467069,1
2800.23089591,-3.37969622884,1
70.5649648072,-5.57221407804,1
831.400542635,-11.5014777085,1
135.862156377,-3.17968325088,1
1089.86719609,-7.80222528649,1
1949.92041579,80.8869780866,1
1788.01948504,-5.0109026996,1
2879.98066312,91.115764873,1
1340.40754801,84.6750166889,1
548.404194838,-9.64290304204,1
385.253558271,-11.4326716339,1
52.1012954008,-7.52998818192,1
5255.26949605,85.4231105685,1
511.851629242,88.3533284306,1
44.1907370513,-2.91694585752,1
80.7189744366,83.3395870019,1
4405.73954044,-2.05121859026,1
759.416771574,-6.84602845067,1
539.695390734,-2.12738426531,1
2630.41865677,85.8818518464,1
27.9753361666,-2.69296331263,1
301.890816481,-13.1618959637,1
626.189568005,-7.65943227213,1
564.11182393,78.683371287,1
977.062946185,81.5646448396,1
1553.70331145,-5.69727092804,1
2381.53745618,-11.9434573245,1
2539.42838302,87.3576150837,1
3463.88617298,88.8063725676,1
523.566937353,89.8140295595,1
764.707089867,83.0075275002,1
90.3930330535,-7.97610096239,1
2750.06217649,88.794755721,1
790.830736732,-12.3083198995,1
1141.92458096,-11.0573010459,1
1075.49577254,-15.6610956066,1
1004.09935623,-5.94768040778,1
290.505568046,-9.75648258893,1
102.98517006,-9.94026637812,1
1644.8726994,-5.29066138926,1
7037.92375529,9.59317757976,1
980.910396483,82.3716231169,1
1681.28761152,-10.8627636238,1
887.232530588,-4.58051408552,1
2757.29634231,87.5657644415,1
1740.87353125,-12.5987079935,1
3835.03323111,-7.24208044956,1
1975.97082518,85.6222332055,1
851.241305908,-4.64836007727,1
8313.28107879,9.89271605144,1
1218.50613719,89.4841681999,1
632.935802396,0.845243309132,1
4999.13584208,99.3168765739,1
2742.82607278,83.3548222003,1
1633.06526354,2.69074810208,1
2305.11350026,86.1858090804,1
2358.18590441,-4.74818266123,1
9265.68158716,84.6208382522,1
933.700610204,-5.40677471261,1
963.375818136,-14.4539825306,1
194.7690494,-23.684088244,1
1367.00735092,85.495872981,1
3147.144975,1.89318990544,1
2571.75434391,-11.2426000026,1
2377.70529481,-11.5453325685,1
4158.33120933,89.6885468889,1
547.430343059,-5.70624735768,1
446.865609563,-5.85448737861,1
3091.54488891,81.5928595832,1
4575.83367172,7.83281660316,1
1158.64003013,-5.29384626287,1
229.376154765,80.6031895069,1
8463.10195327,84.2141836369,1
1138.23872656,85.1133863568,1
1616.63839482,87.5994095109,1
750.217580341,2.37278618715,1
597.662633657,83.8515765099,1
109.041056231,-9.6650113625,1
342.514911575,-0.518793173809,1
491.691921756,-4.69564155279,1
1373.03204101,-6.2753170999,1
3113.41365309,-8.55832675238,1
263.254759072,-7.42886179164,1
3358.04798221,87.6466311367,1
1847.72527768,5.03451828561,1
2865.57628205,81.0797787198,1
